,,,,,,,,
,Reporting Date,NSE S&P CNX NIFTY,BSE BANKEX,REPO RATE (OVERNIGHT),REVERSE REPO RATE (OVERNIGHT),DAILY CALL MONEY RATE -HIGH,DAILY CALL MONEY RATE - LOW,RBI'S REFERENCE RATE: INR PER USD
,,Index,Index,Per cent,Per cent,Per cent,Per cent,Rupees
,02-Oct-2018,,,6.5,6.25,,,
,01-Oct-2018,11008.3,28270.19,6.5,6.25,6.65,5,72.8036
,30-Sep-2018,wh,wh,wh,wh,wh,wh,wh
,29-Sep-2018,,,6.5,6.25,6.6,4.75,
,28-Sep-2018,10930.45,27992.18,6.5,6.25,6.6,5.4,72.5474
,27-Sep-2018,10977.55,27983.6,6.5,6.25,6.7,5,72.6505
,26-Sep-2018,11053.8,28423.02,6.5,6.25,6.65,5,72.7182
,25-Sep-2018,11067.45,28412.8,6.5,6.25,6.7,5,72.8134
,24-Sep-2018,10967.4,28022.11,6.5,6.25,6.75,5,72.6927
,23-Sep-2018,wh,wh,wh,wh,wh,wh,wh
,22-Sep-2018,,,6.5,6.25,,,
,21-Sep-2018,11143.1,28702.03,6.5,6.25,6.7,5.1,71.8489
,20-Sep-2018,,,6.5,6.25,,,
,19-Sep-2018,11234.35,29628.22,6.5,6.25,6.7,5.1,72.6781
,18-Sep-2018,11278.9,29780.61,6.5,6.25,6.75,5,72.3796
,17-Sep-2018,11377.75,30290.81,6.5,6.25,6.75,5,72.5505
,16-Sep-2018,wh,wh,wh,wh,wh,wh,wh
,15-Sep-2018,,,6.5,6.25,6.75,5,
,14-Sep-2018,11515.2,30621.55,6.5,6.25,6.5,5,71.8129
,13-Sep-2018,,,6.5,6.25,,,
,12-Sep-2018,11369.9,30258.17,6.5,6.25,6.6,5,72.7549
,11-Sep-2018,11287.5,30264.07,6.5,6.25,6.8,5,72.3227
,10-Sep-2018,11438.1,30692.71,6.5,6.25,6.75,5,72.5745
,09-Sep-2018,wh,wh,wh,wh,wh,wh,wh
,08-Sep-2018,,,6.5,6.25,,,
,07-Sep-2018,11589.1,31009.86,6.5,6.25,6.5,5,71.9009
,06-Sep-2018,11536.9,31023.14,6.5,6.25,6.5,5.1,71.9214
,05-Sep-2018,11476.95,30911.29,6.5,6.25,6.45,5,71.7533
,04-Sep-2018,11520.3,30932.4,6.5,6.25,6.45,5,71.1857
,03-Sep-2018,11582.35,31376.36,6.5,6.25,6.53,5.1,70.7695
,02-Sep-2018,wh,wh,wh,wh,wh,wh,wh
,01-Sep-2018,,,6.5,6.25,6.45,5,
,31-Aug-2018,11680.5,31741.91,6.5,6.25,6.45,5.5,70.9255
,30-Aug-2018,11676.8,31794.16,6.5,6.25,6.5,5,70.7329
,29-Aug-2018,11691.9,31917.04,6.5,6.25,6.5,5,70.5046
,28-Aug-2018,11738.5,31946.26,6.5,6.25,6.5,5,70.1687
,27-Aug-2018,11691.95,31974.1,6.5,6.25,6.55,5,70.0366
,26-Aug-2018,wh,wh,wh,wh,wh,wh,wh
,25-Aug-2018,,,6.5,6.25,,,
,24-Aug-2018,11557.1,31444.02,6.5,6.25,6.6,5,70.1377
,23-Aug-2018,11582.75,31698.93,6.5,6.25,6.65,5,70.0656
,22-Aug-2018,,,6.5,6.25,,,
,21-Aug-2018,11570.9,31963.85,6.5,6.25,6.6,5,69.6668
,20-Aug-2018,11551.75,31968.45,6.5,6.25,6.55,5,69.7617
,19-Aug-2018,wh,wh,wh,wh,wh,wh,wh
,18-Aug-2018,,,6.5,6.25,6.6,4.5,
,17-Aug-2018,11470.75,31866.46,6.5,6.25,,,
,16-Aug-2018,11385.05,31467.51,6.5,6.25,6.45,5,70.2287
,15-Aug-2018,,,6.5,6.25,,,
,14-Aug-2018,11435.1,31670.73,6.5,6.25,6.5,5.1,69.7696
,13-Aug-2018,11355.75,31368.27,6.5,6.25,6.5,5,69.4685
,12-Aug-2018,wh,wh,wh,wh,wh,wh,wh
,11-Aug-2018,,,6.5,6.25,,,
,10-Aug-2018,11429.5,31748.18,6.5,6.25,6.55,5.2,68.9538
,09-Aug-2018,11470.7,32003.47,6.5,6.25,6.55,5.2,68.624
,08-Aug-2018,11450,31587.7,6.5,6.25,6.65,5.1,68.6465
,07-Aug-2018,11389.45,31342.68,6.5,6.25,6.5,5.1,68.8
,06-Aug-2018,11387.1,31423.47,6.5,6.25,6.5,5.1,68.6833
,05-Aug-2018,wh,wh,wh,wh,wh,wh,wh
,04-Aug-2018,,,6.5,6.25,6.5,5,
,03-Aug-2018,11360.8,31079.29,6.5,6.25,6.45,5.45,68.7933
,02-Aug-2018,11244.7,30576.54,6.5,6.25,6.5,5.2,68.3566
,01-Aug-2018,11346.2,30834.87,6.5,6.25,6.35,4.9,68.6058
,31-Jul-2018,11356.5,31005.96,6.5,6.25,6.35,4.9,68.6068
,30-Jul-2018,11319.55,31144.14,6.5,6.25,6.35,5,68.7531
,29-Jul-2018,wh,wh,wh,wh,wh,wh,wh
,28-Jul-2018,,,6.5,6.25,,,
,27-Jul-2018,11278.35,30743.13,6.25,6,6.3,5,68.7041
,26-Jul-2018,11167.3,30426.14,6.25,6,6.4,5,68.7017
,25-Jul-2018,11132,29996.55,6.25,6,6.45,5.1,68.8028
,24-Jul-2018,11134.3,29954.09,6.25,6,6.65,5,69.053
,23-Jul-2018,11084.75,29992.46,6.25,6,6.55,5,68.704
,22-Jul-2018,wh,wh,wh,wh,wh,wh,wh
,21-Jul-2018,,,6.25,6,6.21,4.7,
,20-Jul-2018,11010.2,29701.15,6.25,6,6.3,5.3,68.8458
,19-Jul-2018,10957.1,29605.66,6.25,6,6.5,4.9,68.8331
,18-Jul-2018,10980.45,29721.01,6.25,6,6.5,4.9,68.5652
,17-Jul-2018,11008.05,29919.65,6.25,6,6.5,4.9,68.2978
,16-Jul-2018,10936.85,29497.12,6.25,6,6.3,4.9,68.5877
,15-Jul-2018,wh,wh,wh,wh,wh,wh,wh
,14-Jul-2018,,,6.25,6,,,
,13-Jul-2018,11018.9,29788.45,6.25,6,6.3,4.9,68.4094
,12-Jul-2018,11023.2,29959.03,6.25,6,6.35,4.9,68.6313
,11-Jul-2018,10948.3,29686.1,6.25,6,6.35,4.9,68.829
,10-Jul-2018,10947.25,29830.08,6.25,6,6.35,4.9,68.7942
,09-Jul-2018,10852.9,29659.09,6.25,6,6.35,4.9,68.6573
,08-Jul-2018,wh,wh,wh,wh,wh,wh,wh
,07-Jul-2018,,,6.25,6,6.4,4.7,
,06-Jul-2018,10772.65,29381.68,6.25,6,6.2,5.25,68.8757
,05-Jul-2018,10749.75,29368.12,6.25,6,6.25,4.8,68.7545
,04-Jul-2018,10769.9,29326,6.25,6,6.5,4.9,68.5312
,03-Jul-2018,10699.9,29124.81,6.25,6,6.5,4.9,68.6935
,02-Jul-2018,10657.3,29180.77,6.25,6,6.5,4.9,68.6227
,01-Jul-2018,wh,wh,wh,wh,wh,wh,wh
,30-Jun-2018,,,6.25,6,6.4,4.65,
,29-Jun-2018,10714.3,29250.56,6.25,6,6.35,5.2,68.5753
,28-Jun-2018,10589.1,29126.7,6.25,6,6.5,4.85,68.9389
,27-Jun-2018,10671.4,29308.66,6.25,6,6.5,4.9,68.5246
,26-Jun-2018,10769.15,29615.71,6.25,6,6.5,4.9,68.1676
,25-Jun-2018,10762.45,29616.81,6.25,6,6.4,5,68.1466
,24-Jun-2018,wh,wh,wh,wh,wh,wh,wh
,23-Jun-2018,,,6.25,6,,,
,22-Jun-2018,10821.85,29896.64,6.25,6,6.5,5,67.7695
,21-Jun-2018,10741.1,29596.4,6.25,6,6.5,5,68.195
,20-Jun-2018,10772.05,29709.88,6.25,6,6.55,5,68.0838
,19-Jun-2018,10710.45,29403.07,6.25,6,6.5,4.9,68.1511
,18-Jun-2018,10799.85,29593.9,6.25,6,6.4,4.9,68.0248
,17-Jun-2018,wh,wh,wh,wh,wh,wh,wh
,16-Jun-2018,,,6.25,6,,,
,15-Jun-2018,10817.7,29557.61,6.25,6,6.4,4.9,67.9739
,14-Jun-2018,10808.05,29751.06,6.25,6,6.4,4.9,67.6875
,13-Jun-2018,10856.7,29894.54,6.25,6,6.4,4.9,67.6251
,12-Jun-2018,10842.85,29813.46,6.25,6,6.4,4.9,67.4571
,11-Jun-2018,10786.95,29608.52,6.25,6,6.25,4.8,67.3353
,10-Jun-2018,wh,wh,wh,wh,wh,wh,wh
,09-Jun-2018,,,6.25,6,,,
,08-Jun-2018,10767.65,29592.59,6.25,6,6.15,4.8,67.5228
,07-Jun-2018,10768.35,29663.98,6.25,6,6.25,5,67.0181
,06-Jun-2018,10684.65,29460.1,6.25,6,6.15,4.8,67.0397
,05-Jun-2018,10593.15,29292.22,6.25,6,6.2,4.85,67.1794
,04-Jun-2018,10628.5,29357.77,6.25,6,6.25,4.85,67.0543
,03-Jun-2018,wh,wh,wh,wh,wh,wh,wh
,02-Jun-2018,,,6.25,6,6,4.5,
,01-Jun-2018,10696.2,29780.74,6,5.75,6,4.9,67.184
,31-May-2018,10736.15,30007.14,6,5.75,6.2,4.85,67.4526
,30-May-2018,10614.35,29443.92,6,5.75,6.2,4.85,67.6288
,29-May-2018,10633.3,29410.74,6,5.75,6.25,4.85,67.8201
,28-May-2018,10688.65,29891,6,5.75,6.25,4.85,67.443
,27-May-2018,wh,wh,wh,wh,wh,wh,wh
,26-May-2018,,,6,5.75,,,
,25-May-2018,10605.15,29540.97,6,5.75,6.05,4.85,68.26
,24-May-2018,10513.85,29241.83,6,5.75,6.25,4.85,68.3872
,23-May-2018,10430.35,28834.91,6,5.75,6.25,4.85,68.2139
,22-May-2018,10536.7,28923.94,6,5.75,6.1,4.85,68.0187
,21-May-2018,10516.7,28851.1,6,5.75,6.2,4.85,68.0883
,20-May-2018,wh,wh,wh,wh,wh,wh,wh
,19-May-2018,,,6,5.75,6,4.9,
,18-May-2018,10596.4,28944.66,6,5.75,6,4.9,67.9577
,17-May-2018,10682.7,29171.25,6,5.75,6.25,4.85,67.7156
,16-May-2018,10741.1,29357.48,6,5.75,6.25,4.85,67.8276
,15-May-2018,10801.85,29706.48,6,5.75,6.25,4.85,67.5288
,14-May-2018,10806.6,29739.07,6,5.75,6.25,4.85,67.3153
,13-May-2018,wh,wh,wh,wh,wh,wh,wh
,12-May-2018,,,6,5.75,,,
,11-May-2018,10806.5,29688.88,6,5.75,6.05,4.5,67.2203
,10-May-2018,10716.55,29357.74,6,5.75,6.25,4.85,67.3786
,09-May-2018,10741.7,29431.65,6,5.75,6.25,4.85,67.3815
,08-May-2018,10717.8,29364.95,6,5.75,6.25,4.85,67.0809
,07-May-2018,10715.5,28983.33,6,5.75,6.2,4.85,67.106
,06-May-2018,wh,wh,wh,wh,wh,wh,wh
,05-May-2018,,,6,5.75,6,4.55,
,04-May-2018,10618.25,28662.53,6,5.75,5.92,4.9,66.7681
,03-May-2018,10679.65,28678.82,6,5.75,6.1,4.85,66.6093
,02-May-2018,10718.05,28614.54,6,5.75,6.15,4.85,66.6636
,01-May-2018,,,6,5.75,,,
,30-Apr-2018,10739.35,28651.87,6,5.75,,,
,29-Apr-2018,wh,wh,wh,wh,wh,wh,wh
,28-Apr-2018,,,6,5.75,,,
,27-Apr-2018,10692.3,28529.78,6,5.75,6.2,4.8,66.7801
,26-Apr-2018,10617.8,27970.24,6,5.75,6.15,4.8,66.8299
,25-Apr-2018,10570.55,27732.5,6,5.75,6.15,4.8,66.6983
,24-Apr-2018,10614.35,28034.09,6,5.75,6.2,4.85,66.3622
,23-Apr-2018,10584.7,27923.43,6,5.75,6.2,4.8,66.2177
,22-Apr-2018,wh,wh,wh,wh,wh,wh,wh
,21-Apr-2018,,,6,5.75,6.05,4.9,
,20-Apr-2018,10564.05,27855.37,6,5.75,6.05,4.9,66.0167
,19-Apr-2018,10565.3,28147.04,6,5.75,6.1,4.85,65.7837
,18-Apr-2018,10526.2,28158.37,6,5.75,6,4.85,65.6814
,17-Apr-2018,10548.7,28399.71,6,5.75,6.01,4.85,65.6124
,16-Apr-2018,10528.35,28386.31,6,5.75,6.08,4.85,65.4476
,15-Apr-2018,wh,wh,wh,wh,wh,wh,wh
,14-Apr-2018,,,6,5.75,,,
,13-Apr-2018,10480.6,28302.54,6,5.75,6,4.85,65.2226
,12-Apr-2018,10458.65,28272.65,6,5.75,6,4.85,65.3496
,11-Apr-2018,10417.15,28173.26,6,5.75,6,4.85,65.1272
,10-Apr-2018,10402.25,28368.26,6,5.75,6.05,4.85,64.9368
,09-Apr-2018,10379.35,28106.36,6,5.75,6.05,4.9,64.9287
,08-Apr-2018,wh,wh,wh,wh,wh,wh,wh
,07-Apr-2018,,,6,5.75,5.85,4.6,
,06-Apr-2018,10331.6,27855.6,6,5.75,5.75,5.35,64.9884
,05-Apr-2018,10325.15,27693.53,6,5.75,6,4.9,65.0601
,04-Apr-2018,10128.4,26944.47,6,5.75,6.01,4.75,65.0232
,03-Apr-2018,10245,27391.94,6,5.75,6,4.9,65.024
,02-Apr-2018,10211.8,27098.31,6,5.75,,,
,01-Apr-2018,wh,wh,wh,wh,wh,wh,wh
,31-Mar-2018,,,6,5.75,8.45,4.9,
,30-Mar-2018,,,6,5.75,,,
,29-Mar-2018,,,6,5.75,,,
,28-Mar-2018,10113.7,27197.88,6,5.75,6.1,4.5,65.0441
,27-Mar-2018,10184.15,27374.8,6,5.75,6.1,4.9,64.7973
,26-Mar-2018,10130.65,27121.34,6,5.75,6.1,4.9,64.9055
,25-Mar-2018,wh,wh,wh,wh,wh,wh,wh
,24-Mar-2018,,,6,5.75,,,
,23-Mar-2018,9998.05,26512.55,6,5.75,6.07,4.9,65.1333
,22-Mar-2018,10114.75,27075.5,6,5.75,6.08,4.6,65.0622
,21-Mar-2018,10155.25,27255.61,6,5.75,6.1,4.75,65.2162
,20-Mar-2018,10124.35,27193.8,6,5.75,6.1,4.75,65.1993
,19-Mar-2018,10094.25,27308.83,6,5.75,6.1,3,65.0375
,18-Mar-2018,wh,wh,wh,wh,wh,wh,wh
,17-Mar-2018,,,6,5.75,6.05,3,
,16-Mar-2018,10195.15,27610.29,6,5.75,6,3,64.8737
,15-Mar-2018,10360.15,27922.91,6,5.75,6.05,4.9,64.9366
,14-Mar-2018,10410.9,28060.76,6,5.75,6.85,3,64.9875
,13-Mar-2018,10426.85,27905.43,6,5.75,6.02,4.9,64.9567
,12-Mar-2018,10421.4,27784.7,6,5.75,6.03,4.9,65.0199
,11-Mar-2018,wh,wh,wh,wh,wh,wh,wh
,10-Mar-2018,,,6,5.75,,,
,09-Mar-2018,10226.85,27347,6,5.75,6.05,4.9,65.0784
,08-Mar-2018,10242.65,27559.54,6,5.75,6,4.9,64.9212
,07-Mar-2018,10154.2,27170.13,6,5.75,6.05,4.95,64.9627
,06-Mar-2018,10249.25,27551.44,6,5.75,6.1,4.95,64.9941
,05-Mar-2018,10358.85,27953.02,6,5.75,6.1,4.95,65.053
,04-Mar-2018,wh,wh,wh,wh,wh,wh,wh
,03-Mar-2018,,,6,5.75,6.05,4.9,
,02-Mar-2018,,,6,5.75,,,
,01-Mar-2018,10458.35,28072.19,6,5.75,6.05,4.25,65.2261
,28-Feb-2018,10492.85,28313.85,6,5.75,6.15,4.95,65.1031
,27-Feb-2018,10554.3,28587.49,6,5.75,6.15,4.95,64.8514
,26-Feb-2018,10582.6,29001.66,6,5.75,6.15,4.9,64.6639
,25-Feb-2018,wh,wh,wh,wh,wh,wh,wh
,24-Feb-2018,,,6,5.75,,,
,23-Feb-2018,10491.05,28535.8,6,5.75,6.15,4.9,64.8227
,22-Feb-2018,10382.7,28179.17,6,5.75,6.15,4.9,65.0458
,21-Feb-2018,10397.45,28142.34,6,5.75,6.15,4.95,64.8161
,20-Feb-2018,10360.4,28061.01,6,5.75,6.15,5,64.5254
,19-Feb-2018,10378.4,28233.5,6,5.75,,,
,18-Feb-2018,wh,wh,wh,wh,wh,wh,wh
,17-Feb-2018,,,6,5.75,6.1,4.65,
,16-Feb-2018,10452.3,28396.48,6,5.75,6,5.2,63.9097
,15-Feb-2018,10545.5,28732.36,6,5.75,6.2,5,63.9222
,14-Feb-2018,10500.9,28609.02,6,5.75,6.15,4.9,64.1259
,13-Feb-2018,,,6,5.75,,,
,12-Feb-2018,10539.75,29080.02,6,5.75,6.2,4.9,64.2838
,11-Feb-2018,wh,wh,wh,wh,wh,wh,wh
,10-Feb-2018,,,6,5.75,,,
,09-Feb-2018,10454.95,28882.4,6,5.75,6.1,4.9,64.3686
,08-Feb-2018,10576.85,29396.43,6,5.75,6.05,4.9,64.1616
,07-Feb-2018,10476.7,29072.19,6,5.75,6.05,4.9,64.1377
,06-Feb-2018,10498.25,29197.2,6,5.75,6.05,4.9,64.2723
,05-Feb-2018,10666.55,29576.8,6,5.75,6.05,4.9,64.0295
,04-Feb-2018,wh,wh,wh,wh,wh,wh,wh
,03-Feb-2018,,,6,5.75,6,4.9,
,02-Feb-2018,10760.6,29910.23,6,5.75,6,5.2,64.0781
,01-Feb-2018,11016.9,30788.39,6,5.75,6.05,4.9,63.6113
,31-Jan-2018,11027.7,30986.13,6,5.75,6.15,4.9,63.6878
,30-Jan-2018,11049.65,30861.34,6,5.75,6.05,4.9,63.7534
,29-Jan-2018,11130.4,31125.8,6,5.75,6.25,4.8,63.547
,28-Jan-2018,wh,wh,wh,wh,wh,wh,wh
,27-Jan-2018,,,6,5.75,,,
,26-Jan-2018,,,6,5.75,,,
,25-Jan-2018,11069.65,31082.14,6,5.75,6.1,4.8,63.4983
,24-Jan-2018,11086,31117.91,6,5.75,6.05,4.8,63.6439
,23-Jan-2018,11083.7,31117.69,6,5.75,6.1,4.8,63.7722
,22-Jan-2018,10966.2,30617.5,6,5.75,6.05,4.8,63.8895
,21-Jan-2018,wh,wh,wh,wh,wh,wh,wh
,20-Jan-2018,,,6,5.75,6.15,4.5,
,19-Jan-2018,10894.7,30473.35,6,5.75,6,5.15,63.7183
,18-Jan-2018,10817,30017.34,6,5.75,6.05,4.9,63.8431
,17-Jan-2018,10788.55,29811.56,6,5.75,6.05,4.9,63.9797
,16-Jan-2018,10700.45,29356.19,6,5.75,6.05,4.9,63.7602
,15-Jan-2018,10741.55,29462.43,6,5.75,6.05,4.9,63.4125
,14-Jan-2018,wh,wh,wh,wh,wh,wh,wh
,13-Jan-2018,,,6,5.75,,,
,12-Jan-2018,10681.25,29097.58,6,5.75,6,4.9,63.5263
,11-Jan-2018,10651.2,28952,6,5.75,6,4.9,63.7364
,10-Jan-2018,10632.2,28958.68,6,5.75,6,4.9,63.8264
,09-Jan-2018,10637,29049.35,6,5.75,6,4.9,63.469
,08-Jan-2018,10623.6,29036.95,6,5.75,6.05,4.8,63.3482
,07-Jan-2018,wh,wh,wh,wh,wh,wh,wh
,06-Jan-2018,,,6,5.75,6.1,4.5,
,05-Jan-2018,10558.85,28936.87,6,5.75,5.95,5.2,63.3823
,04-Jan-2018,10504.8,28777.47,6,5.75,6,4.9,63.3914
,03-Jan-2018,10443.2,28632.85,6,5.75,6,4.8,63.4833
,02-Jan-2018,10442.2,28589.22,6,5.75,6.05,4.8,63.6728
,01-Jan-2018,10435.55,28639.17,6,5.75,6.05,4.8,63.6697
,31-Dec-2017,wh,wh,wh,wh,wh,wh,wh
,30-Dec-2017,,,6,5.75,6.25,5,
,29-Dec-2017,10530.7,28856.77,6,5.75,6.2,4.2,63.9273
,28-Dec-2017,10477.9,28753.51,6,5.75,6.2,4.95,64.1716
,27-Dec-2017,10490.75,28831.6,6,5.75,6.25,4.95,64.1577
,26-Dec-2017,10531.5,29012.38,6,5.75,6.1,4.85,64.0538
,25-Dec-2017,,,6,5.75,,,
,24-Dec-2017,wh,wh,wh,wh,wh,wh,wh
,23-Dec-2017,,,6,5.75,,,
,22-Dec-2017,10493,28981.88,6,5.75,6.05,4.9,64.0409
,21-Dec-2017,10440.3,28881.19,6,5.75,6.25,4.9,64.0883
,20-Dec-2017,10444.2,28956.38,6,5.75,6.2,4.9,64.0577
,19-Dec-2017,10463.2,29055.49,6,5.75,6.25,4.9,64.1205
,18-Dec-2017,10388.75,28923.2,6,5.75,6.3,4.9,64.1065
,17-Dec-2017,wh,wh,wh,wh,wh,wh,wh
,16-Dec-2017,,,6,5.75,6.25,5,
,15-Dec-2017,10333.25,28740.08,6,5.75,6,5,64.0958
,14-Dec-2017,10252.1,28460.51,6,5.75,6.1,4.85,64.2798
,13-Dec-2017,10192.95,28271.84,6,5.75,6.05,4.85,64.4525
,12-Dec-2017,10240.15,28458.26,6,5.75,6.05,4.85,64.4834
,11-Dec-2017,10322.25,28751.9,6,5.75,6.05,4.85,64.3616
,10-Dec-2017,wh,wh,wh,wh,wh,wh,wh
,09-Dec-2017,,,6,5.75,,,
,08-Dec-2017,10265.65,28649.05,6,5.75,6.05,4.8,64.4649
,07-Dec-2017,10166.7,28387.79,6,5.75,6,4.8,64.5388
,06-Dec-2017,10044.1,28110.49,6,5.75,6,4.95,64.4467
,05-Dec-2017,10118.25,28459.21,6,5.75,6,4.95,64.3764
,04-Dec-2017,10127.75,28350.43,6,5.75,6.05,5.05,64.3799
,03-Dec-2017,wh,wh,wh,wh,wh,wh,wh
,02-Dec-2017,,,6,5.75,5.85,4.3,
,01-Dec-2017,10121.8,28436.34,6,5.75,,,
,30-Nov-2017,10226.55,28631.42,6,5.75,5.75,5.45,64.4332
,29-Nov-2017,10361.3,29180.14,6,5.75,6,4.95,64.4058
,28-Nov-2017,10370.25,29286.76,6,5.75,6,4.95,64.4206
,27-Nov-2017,10399.55,29359.42,6,5.75,6.1,4.95,64.6948
,26-Nov-2017,wh,wh,wh,wh,wh,wh,wh
,25-Nov-2017,,,6,5.75,,,
,24-Nov-2017,10389.7,29221.44,6,5.75,6,4.95,64.7328
,23-Nov-2017,10348.75,29190.15,6,5.75,6.1,4.9,64.7949
,22-Nov-2017,10342.3,29189.38,6,5.75,6.1,4.9,64.7453
,21-Nov-2017,10326.9,29207.02,6,5.75,6.1,4.9,65.0386
,20-Nov-2017,10298.75,29220.96,6,5.75,6.15,4.9,65.0565
,19-Nov-2017,wh,wh,wh,wh,wh,wh,wh
,18-Nov-2017,,,6,5.75,6,4.6,
,17-Nov-2017,10283.6,29241.86,6,5.75,6.25,5,64.8462
,16-Nov-2017,10214.75,28902.38,6,5.75,6,4.9,65.2969
,15-Nov-2017,10118.05,28624.15,6,5.75,6,4.9,65.3689
,14-Nov-2017,10186.6,28705.59,6,5.75,6.05,4.9,65.5171
,13-Nov-2017,10224.95,28780.16,6,5.75,6.05,4.9,65.4272
,12-Nov-2017,wh,wh,wh,wh,wh,wh,wh
,11-Nov-2017,,,6,5.75,,,
,10-Nov-2017,10321.75,28920.88,6,5.75,6.02,4.9,65.0147
,09-Nov-2017,10308.95,28634.75,6,5.75,6.05,4.95,64.8967
,08-Nov-2017,10303.15,28482.6,6,5.75,6.05,4.95,65.0592
,07-Nov-2017,10350.15,28631.34,6,5.75,6,4.95,64.8064
,06-Nov-2017,10451.8,28997.38,6,5.75,6,4.95,64.7267
,05-Nov-2017,wh,wh,wh,wh,wh,wh,wh
,04-Nov-2017,,,6,5.75,,,
,03-Nov-2017,10452.5,29092.14,6,5.75,6.05,4.9,64.5764
,02-Nov-2017,10423.8,28803.1,6,5.75,6,4.95,64.593
,01-Nov-2017,10440.5,28852.76,6,5.75,6,5,64.5256
,31-Oct-2017,10335.3,28284,6,5.75,6.2,4.85,64.7745
,30-Oct-2017,10363.65,28214.48,6,5.75,6.1,4.85,64.9338
,29-Oct-2017,wh,wh,wh,wh,wh,wh,wh
,28-Oct-2017,,,6,5.75,,,
,27-Oct-2017,10323.05,28096.49,6,5.75,6,4.8,65.0931
,26-Oct-2017,10343.8,28330.19,6,5.75,6,4.95,64.7888
,25-Oct-2017,10295.35,28329.12,6,5.75,6,4.95,65.1386
,24-Oct-2017,10207.7,27054.95,6,5.75,6,4.95,64.9256
,23-Oct-2017,10184.85,26887.34,6,5.75,6,4.95,65.0239
,22-Oct-2017,wh,wh,wh,wh,wh,wh,wh
,21-Oct-2017,,,6,5.75,5.9,4.65,
,20-Oct-2017,,,6,5.75,,,
,19-Oct-2017,10146.55,26842.53,6,5.75,,,
,18-Oct-2017,10210.85,27186.77,6,5.75,6,5.25,65.0649
,17-Oct-2017,10234.45,27681.53,6,5.75,6.15,4.95,64.9226
,16-Oct-2017,10230.85,27748.27,6,5.75,6.3,4.95,64.7603
,15-Oct-2017,wh,wh,wh,wh,wh,wh,wh
,14-Oct-2017,,,6,5.75,,,
,13-Oct-2017,10167.45,27746.15,6,5.75,6,4.8,64.9301
,12-Oct-2017,10096.4,27380.81,6,5.75,6,4.95,65.1003
,11-Oct-2017,9984.8,27123.54,6,5.75,6,4.95,65.2691
,10-Oct-2017,10016.95,27387.85,6,5.75,6.05,4.95,65.2652
,09-Oct-2017,9988.75,27293.61,6,5.75,6.1,5,65.3074
,08-Oct-2017,wh,wh,wh,wh,wh,wh,wh
,07-Oct-2017,,,6,5.75,6,4.5,
,06-Oct-2017,9979.7,27210.31,6,5.75,5.95,5.2,65.2276
,05-Oct-2017,9888.7,27042.94,6,5.75,6,4.95,65.1758
,04-Oct-2017,9914.9,27126.98,6,5.75,6,5,65.2899
,03-Oct-2017,9859.5,27082,6,5.75,6,5,65.5529
,02-Oct-2017,,,6,5.75,,,
,01-Oct-2017,wh,wh,wh,wh,wh,wh,wh
,30-Sep-2017,,,6,5.75,,,
,29-Sep-2017,9788.6,27025.26,6,5.75,6.15,5,65.3552
,28-Sep-2017,9768.95,26985.6,6,5.75,6,5,65.7604
,27-Sep-2017,9735.75,26778.95,6,5.75,6,5,65.6947
,26-Sep-2017,9871.5,27232.92,6,5.75,6,5,65.3371
,25-Sep-2017,9872.6,27183.74,6,5.75,6,5,64.8357
,24-Sep-2017,wh,wh,wh,wh,wh,wh,wh
,23-Sep-2017,,,6,5.75,,,
,22-Sep-2017,9964.4,27398.69,6,5.75,6.05,5,64.9596
,21-Sep-2017,10121.9,27925.53,6,5.75,6.02,5,64.5256
,20-Sep-2017,10141.15,28134.32,6,5.75,6.05,5,64.3637
,19-Sep-2017,10147.55,28212.61,6,5.75,6.05,5,64.1769
,18-Sep-2017,10153.1,28175.67,6,5.75,6.1,4.5,64.0371
,17-Sep-2017,wh,wh,wh,wh,wh,wh,wh
,16-Sep-2017,,,6,5.75,6.3,5,
,15-Sep-2017,10085.4,27977.88,6,5.75,6.1,5.25,64.0774
,14-Sep-2017,10086.6,28076.18,6,5.75,6,5,64.0692
,13-Sep-2017,10079.3,27950.4,6,5.75,6,5,63.9818
,12-Sep-2017,10093.05,27903.67,6,5.75,6,5,63.9474
,11-Sep-2017,10006.05,27803.84,6,5.75,6,5,63.8859
,10-Sep-2017,wh,wh,wh,wh,wh,wh,wh
,09-Sep-2017,,,6,5.75,,,
,08-Sep-2017,9934.8,27490.59,6,5.75,6,5,63.8664
,07-Sep-2017,9929.9,27481.75,6,5.75,6,5,64.0276
,06-Sep-2017,9916.2,27432.48,6,5.75,6,5,64.2146
,05-Sep-2017,9952.2,27515.15,6,5.75,6,5,64.1164
,04-Sep-2017,9912.85,27625.19,6,5.75,6,5,64.0468
,03-Sep-2017,wh,wh,wh,wh,wh,wh,wh
,02-Sep-2017,,,6,5.75,,,
,01-Sep-2017,9974.4,27410.03,6,5.75,6,5,63.9804
,31-Aug-2017,9917.9,27440.82,6,5.75,6,5,64.0154
,30-Aug-2017,9884.4,27475.68,6,5.75,6.05,5,63.9431
,29-Aug-2017,9796.05,27261.24,6,5.75,6,5,64.0174
,28-Aug-2017,9912.8,27551.78,6,5.75,6.02,5,63.8701
,27-Aug-2017,wh,wh,wh,wh,wh,wh,wh
,26-Aug-2017,,,6,5.75,,,
,25-Aug-2017,,,6,5.75,,,
